tourney_year_id,tourney_order,tourney_slug,tourney_url_suffix,tourney_round_name,round_order,match_order,winner_name,winner_player_id,winner_slug,loser_name,loser_player_id,loser_slug,winner_seed,loser_seed,match_score_tiebreaks,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,match_id,match_stats_url_suffix
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,16,R. Farrer,fb91,r-farrer,W. Hansell,hg41,w-hansell,,,61 46 46 60 64,3,2,26,17,0,0,1880-540-fb91-hg41,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,17,C. Heathcote,hg42,c-heathcote,C. Wallis,wa62,c-wallis,,,64 26 60 65,3,1,20,15,0,0,1880-540-hg42-wa62,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,18,H. Jenkins,j702,h-jenkins,A. Tabor,tf89,a-tabor,,,36 63 62 62,3,1,21,13,0,0,1880-540-j702-tf89,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,19,Herbert Lawford,lg94,herbert-lawford,W. Monement,mu58,w-monement,,,62 61 61,3,0,18,4,0,0,1880-540-lg94-mu58,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,20,H. Medlicott,mu57,h-medlicott,C. Evill,e992,c-evill,,,64 63 60,3,0,18,7,0,0,1880-540-mu57-e992,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,21,G. Montgomerie,mu17,g-montgomerie,C. Leslie Stephen,lh22,c-leslie-stephen,,,62 62 60,3,0,18,4,0,0,1880-540-mu17-lh22,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,22,G. Murray Hill,mu54,g-murray-hill,R. Beresford,bs97,r-beresford,,,63 61 63,3,0,18,7,0,0,1880-540-mu54-bs97,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,23,Ernest Renshaw,rg47,ernest-renshaw,C. Heatley,hg40,c-heatley,,,62 26 64 62,3,1,20,14,0,0,1880-540-rg47-hg40,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,24,William Renshaw,rg71,william-renshaw,D. Womersley,wa64,d-womersley,,,62 64 60,3,0,18,6,0,0,1880-540-rg71-wa64,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,25,Richard Richardson,rg78,richard-richardson,K. M'Alpine,mu59,k-malpine,,,61 60 63,3,0,18,4,0,0,1880-540-rg78-mu59,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,26,O. Woodhouse,wa61,o-woodhouse,F. Monement,mu56,f-monement,,,63 63 65,3,0,18,11,0,0,1880-540-wa61-mu56,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,27,R. Beresford,bs97,r-beresford,W. Trollope,tf93,w-trollope,,,65 63 56 65,3,1,23,19,0,0,1880-540-bs97-tf93,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,28,G. Butterworth,bs92,g-butterworth,N. Womersley,wa66,n-womersley,,,62 62 56 65,3,1,23,15,0,0,1880-540-bs92-wa66,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,29,C. Cole,cm47,c-cole,S. Montgomerie,mu61,s-montgomerie,,,64 56 56 63 62,3,2,28,21,0,0,1880-540-cm47-mu61,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,30,F. Crowder,cm49,f-crowder,W. Hacon,hg45,w-hacon,,,(W/O),0,0,0,0,0,0,1880-540-cm49-hg45,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,31,W. De Esterre,dg28,w-de-esterre,B. Buxton,bt01,b-buxton,,,64 56 64 64,3,1,23,18,0,0,1880-540-dg28-bt01,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,32,J. Devans,dg29,j-devans,W.C. Taylor,tf63,wc-taylor,,,62 62 63,3,0,18,7,0,0,1880-540-dg29-tf63,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,33,F. Durant,dg27,f-durant,H. Daly,dg30,h-daly,,,62 61 61,3,0,18,4,0,0,1880-540-dg27-dg30,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,34,C. Evill,e992,c-evill,W. Bird,bs95,w-bird,,,63 61 60,3,0,18,4,0,0,1880-540-e992-bs95,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,35,R. Farrer,fb91,r-farrer,M. Hankey,hg46,m-hankey,,,62 62 63,3,0,18,7,0,0,1880-540-fb91-hg46,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,36,W. Hansell,hg41,w-hansell,William Marshall,mu62,william-marshall,,,46 64 65 63,3,1,22,18,0,0,1880-540-hg41-mu62,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,37,C. Heathcote,hg42,c-heathcote,W. Clerke,cm51,w-clerke,,,65 62 65,3,0,18,12,0,0,1880-540-hg42-cm51,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,38,C. Heatley,hg40,c-heatley,R. Christian,cm50,r-christian,,,61 62 61,3,0,18,4,0,0,1880-540-hg40-cm50,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,39,H. Jenkins,j702,h-jenkins,H. Hallward,hg38,h-hallward,,,60 60 62,3,0,18,2,0,0,1880-540-j702-hg38,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,40,Herbert Lawford,lg94,herbert-lawford,J. Eddis,e993,j-eddis,,,62 62 64,3,0,18,8,0,0,1880-540-lg94-e993,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,41,C. Leslie Stephen,lh22,c-leslie-stephen,T. Taylor,tf92,t-taylor,,,64 46 63 65,3,1,22,18,0,0,1880-540-lh22-tf92,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,42,K. M'Alpine,mu59,k-malpine,H.L. Hallward,hg44,hl-hallward,,,65 65 63,3,0,18,13,0,0,1880-540-mu59-hg44,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,43,M. McNamara,mu15,m-mcnamara,J. Maxwell Scott,sx06,j-maxwell-scott,,,62 60 64,3,0,18,6,0,0,1880-540-mu15-sx06,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,44,H. Medlicott,mu57,h-medlicott,E. Buxton,bt00,e-buxton,,,56 65 63 46 65,3,2,27,25,0,0,1880-540-mu57-bt00,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,45,W. Monement,mu58,w-monement,F. Harold,hg43,f-harold,,,60 60 63,3,0,18,3,0,0,1880-540-mu58-hg43,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,46,F. Monement,mu56,f-monement,B. Follett,fb88,b-follett,,,65 46 60 62,3,1,22,13,0,0,1880-540-mu56-fb88,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,47,G. Montgomerie,mu17,g-montgomerie,W. Wells Cole,wa65,w-wells-cole,,,62 65 65,3,0,18,12,0,0,1880-540-mu17-wa65,
1880-540,1,wimbledon,/en/scores/archive/wimbledon/540/1880/results,Round Robin,4,48,H. Mulholland,mu55,h-mulholland,G. Tabor,tf91,g-tabor,,,46 63 26 63 63,3,2,24,21,0,0,1880-540-mu55-tf91,
